Parameters;causal_precision-mean;causal_precision-std;causal_recall-mean;causal_recall-std;causal_f1-score-mean;causal_f1-score-std;non_causal_precision-mean;non_causal_precision-std;non_causal_recall-mean;non_causal_recall-std;non_causal_f1-score-mean;non_causal_f1-score-std;macro avg_precision-mean;macro avg_precision-std;macro avg_recall-mean;macro avg_recall-std;macro avg_f1-score-mean;macro avg_f1-score-std;weighted avg_precision-mean;weighted avg_precision-std;weighted avg_recall-mean;weighted avg_recall-std;weighted avg_f1-score-mean;weighted avg_f1-score-std;accuracy-mean;accuracy-std
0.4_0.008_6000_phi4:14b_0.0_0.8_0.05_0.0_0.15_0.01_1.0_0.05_0.05;0.6027224454468494;0.02558390661093535;0.46263736263736266;0.04028637973587553;0.5222795794759743;0.02801502521728868;0.5621828969895037;0.014097186710776474;0.6925763125763126;0.04185113445949533;0.6200124409166581;0.020542375875819332;0.5824526712181767;0.01869446397556557;0.5776068376068375;0.017953842099950927;0.5711460101963161;0.018493144287783484;0.5825299278147664;0.018752132609476044;0.5772752109768684;0.017691158850101377;0.571014027387694;0.018403265301267218;0.5772752109768684;0.017691158850101377
0.4_0.008_6000_phi4:14b_0.0_0.8_0.05_0.0_0.15_0.01_1.0_0.05_0.05;0.5652906265161205;0.02032315474967139;0.4183882783882784;0.06340209649219858;0.47777776764513347;0.04029415836545796;0.5362379215555686;0.013655360498793049;0.6744810744810744;0.0635111739812957;0.596105536261567;0.027328982149376912;0.5507642740358446;0.016218190173435332;0.5464346764346765;0.015009408002284154;0.5369416519533503;0.016633974283777032;0.5507725666085236;0.01618750887964912;0.5463602695646894;0.015278358088871746;0.5369116233335787;0.01669166971996165;0.5463602695646894;0.015278358088871746
